HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,Size(sqf)_bins,N_FacilitiesInApt_bins,N_FacilitiesNearBy(PublicOffice)_bins,N_SchoolNearBy(University)_bins
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,190265,1501-2000,4,6,5
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,78761,0-500,3,7,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,85398,501-1000,4,6,5
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,793,169911,501-1000,3,5,2
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,115044,501-1000,3,7,5
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,353982,501-1000,10,3,2
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,295575,501-1000,8,3,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,120353,501-1000,4,6,5
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,346902,501-1000,8,3,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,265486,501-1000,9,7,5
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,113716,501-1000,7,5,4
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,61946,501-1000,4,6,5
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,203982,501-1000,7,5,4
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,81858,0-500,3,7,5
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,192920,501-1000,5,2,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,259026,501-1000,7,5,3
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,354867,501-1000,9,7,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,193805,501-1000,5,2,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,361946,1001-1500,10,3,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,170796,1001-1500,4,5,1
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,173008,1001-1500,4,6,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,227433,2001-2500,4,6,5
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,263716,501-1000,10,3,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,287610,501-1000,9,7,5
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,460176,1001-1500,10,3,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,341150,501-1000,9,7,5
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,194690,501-1000,3,3,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,378761,2001-2500,5,1,2
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,871,115044,501-1000,3,3,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,342477,1501-2000,5,1,2
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,100000,501-1000,5,7,3
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38761,0-500,3,7,5
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,287610,1001-1500,5,1,2
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,96460,501-1000,3,7,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,218584,1501-2000,4,6,5
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,315929,1001-1500,5,4,1
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,201327,501-1000,4,3,1
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,164601,501-1000,4,6,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,178761,501-1000,4,6,5
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,330973,501-1000,9,7,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,200884,501-1000,4,6,5
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,343628,1501-2000,10,3,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,214159,1001-1500,4,5,1
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,194690,501-1000,3,3,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,256637,1001-1500,4,6,5
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,356637,1001-1500,10,3,2
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,369026,501-1000,10,0,0
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,250000,1001-1500,5,2,1
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,130973,501-1000,7,5,4
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,63274,501-1000,5,7,3
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,384070,501-1000,9,7,5
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,84070,501-1000,3,5,4
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,189380,1001-1500,4,5,1
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,349557,501-1000,9,7,5
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,84955,0-500,5,7,3
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,88495,501-1000,7,5,4
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,253982,501-1000,5,2,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,371681,1001-1500,4,2,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,88495,501-1000,4,6,5
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,325663,1001-1500,10,3,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,290265,501-1000,9,7,5
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,94690,0-500,3,7,5
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,210619,501-1000,4,2,2
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,217699,501-1000,8,3,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,353982,1001-1500,5,4,1
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,257522,501-1000,9,7,5
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,211061,501-1000,5,1,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,318584,1001-1500,5,4,1
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,198230,1001-1500,4,5,1
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,295575,1001-1500,5,1,2
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,213,74955,0-500,2,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,367256,501-1000,7,5,3
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,1327,166371,1001-1500,3,3,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,162831,1001-1500,4,5,1
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,176106,501-1000,4,6,5
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,188495,501-1000,7,5,4
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,84070,501-1000,5,7,3
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,402654,2001-2500,5,1,2
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,123893,1001-1500,3,5,4
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,207522,1001-1500,5,2,1
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,175221,501-1000,3,5,2
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,145628,501-1000,5,2,1
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,314159,2001-2500,5,1,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,276991,501-1000,7,5,4
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,235840,501-1000,8,3,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,300884,1001-1500,5,4,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,281415,501-1000,7,5,3
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,88495,0-500,5,7,3
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,247787,501-1000,5,1,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,204424,501-1000,5,1,2
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,264424,1001-1500,8,3,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,176991,1001-1500,4,5,1
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,793,97345,501-1000,3,5,2
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,94690,501-1000,3,5,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,133628,501-1000,4,5,1
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,88495,501-1000,3,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,400884,1501-2000,10,3,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,362831,2001-2500,5,1,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,346902,501-1000,9,7,5
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,139823,501-1000,3,3,2
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,89380,0-500,3,7,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,158407,501-1000,4,5,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,319469,1001-1500,10,3,2
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,150442,501-1000,3,3,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1085,515044,1001-1500,9,7,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,252212,1001-1500,4,5,1
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,260619,501-1000,5,2,1
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,213,75221,0-500,2,3,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,179646,1001-1500,4,6,5
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,55752,501-1000,3,5,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,184070,1001-1500,4,5,1
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,263716,1001-1500,4,2,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,365486,1501-2000,5,4,1
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,343362,1001-1500,4,5,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,526548,1501-2000,10,3,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,265486,1501-2000,4,5,1
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,135398,501-1000,7,5,4
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,151327,1001-1500,4,5,1
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,181415,501-1000,3,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,253982,1001-1500,4,2,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,484955,1501-2000,10,3,2
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,123008,501-1000,5,7,3
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,225663,501-1000,5,2,2
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,99115,0-500,2,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,265486,501-1000,7,5,3
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,151769,501-1000,4,6,5
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,247787,501-1000,9,7,5
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,325663,501-1000,8,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,246902,501-1000,7,5,4
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,113274,501-1000,7,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,557522,1501-2000,10,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,193805,501-1000,7,5,4
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,66371,501-1000,3,7,5
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,296460,1001-1500,5,4,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,362831,1501-2000,10,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,256637,1001-1500,4,2,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,345132,1001-1500,4,5,1
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,176991,501-1000,3,3,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,334513,501-1000,9,7,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,185840,501-1000,4,5,1
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,140265,501-1000,7,5,4
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,242477,501-1000,8,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,236725,1001-1500,4,2,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,339035,1501-2000,10,3,2
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,131858,501-1000,3,5,4
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,154867,1001-1500,4,5,1
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,245132,501-1000,5,2,2
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,213,72566,0-500,2,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,270796,1001-1500,4,2,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,336283,501-1000,9,7,5
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,203539,501-1000,5,1,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,224778,501-1000,5,2,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,333628,1001-1500,4,2,2
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,262920,1001-1500,5,2,1
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,203539,501-1000,5,2,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,262831,1001-1500,4,2,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,238938,1001-1500,4,5,1
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,319469,1501-2000,5,4,1
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,304424,501-1000,5,2,1
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,281415,501-1000,5,2,1
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,871,233185,501-1000,3,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,181415,501-1000,7,5,4
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,299115,1001-1500,4,2,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,126548,501-1000,4,5,1
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,106194,501-1000,4,6,5
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,181415,501-1000,4,3,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,347787,501-1000,10,3,2
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,59292,501-1000,3,7,5
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,34070,0-500,3,7,5
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,283185,1001-1500,5,1,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,243362,501-1000,7,5,4
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,256637,501-1000,4,3,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,387610,1501-2000,10,3,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,214159,501-1000,5,1,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,230088,1001-1500,4,6,5
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,156637,501-1000,5,2,1
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,320353,501-1000,5,1,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,411504,1001-1500,9,7,5
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,230088,1001-1500,7,5,4
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,206194,501-1000,5,1,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,314159,1501-2000,5,1,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,453982,1501-2000,5,1,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,141592,501-1000,5,2,2
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,59911,501-1000,3,5,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,283185,1001-1500,5,4,1
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,184070,501-1000,4,3,1
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,123893,501-1000,3,7,5
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,388495,501-1000,7,5,3
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,115044,501-1000,4,6,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,219911,501-1000,5,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,169026,501-1000,7,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,180973,501-1000,10,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,267699,501-1000,7,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,320353,1001-1500,10,3,2
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,273893,501-1000,5,2,1
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,307079,2001-2500,5,1,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,429203,1001-1500,5,4,1
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,288495,501-1000,9,7,5
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,272566,501-1000,9,7,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,253097,501-1000,5,2,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,289380,1001-1500,5,4,1
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,344247,501-1000,9,7,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,314159,1001-1500,4,6,5
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,327433,501-1000,9,7,5
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,405309,1001-1500,5,4,1
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,87610,501-1000,5,7,3
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,223008,1001-1500,4,5,1
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,147787,501-1000,7,5,4
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,344247,1001-1500,4,2,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,181415,1001-1500,4,5,1
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,290707,501-1000,5,1,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,201769,501-1000,10,3,2
terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,914,345132,501-1000,7,3,2
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,166371,501-1000,8,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,423619,1501-2000,10,3,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1088,442477,1001-1500,9,7,5
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,157079,501-1000,7,5,4
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,166371,501-1000,4,6,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,269911,501-1000,5,2,2
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,131858,501-1000,3,5,4
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,240707,501-1000,8,3,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,241592,501-1000,5,1,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,300000,501-1000,10,3,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,283185,1001-1500,5,4,1
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,104424,501-1000,3,5,4
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,361061,501-1000,10,0,0
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,291247,1001-1500,4,5,1
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,345132,1501-2000,5,1,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,310079,1501-2000,10,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,155752,501-1000,7,5,4
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,84955,501-1000,3,5,4
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,159734,501-1000,4,6,5
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,101769,501-1000,5,7,3
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,281415,501-1000,7,5,4
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,314159,1001-1500,4,2,2
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,61946,501-1000,3,7,5
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,471238,1501-2000,10,3,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,253982,501-1000,9,7,5
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,126991,501-1000,7,5,4
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,230088,501-1000,3,3,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,143362,501-1000,4,6,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,223008,501-1000,5,2,2
